,dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed,Gender,GenderBinary,__name,asian,hispanic,nh_black,nh_white,race,RaceBinary
88,90,90,University of British Columbia,Economics,Michal Szkup,Associate Professor,PhD,New York University,2014.0,0.0,1.0,7.0,6.0,2022.0,0.5,0.875,4.0,4.0,,,,4.0,New York University,100.0,18.0,New York University (NYU),95.0,4.0,closest_use_2005,"['Michal Szkup', [{'entity': 'B-PER', 'score': 0.998314, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.9306627, 'index': 2, 'word': '##chal', 'start': 2, 'end': 6}, {'entity': 'I-PER', 'score': 0.99941134, 'index': 3, 'word': 'S', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.98672986, 'index': 4, 'word': '##z', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.93062353, 'index': 5, 'word': '##ku', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9728793, 'index': 6, 'word': '##p', 'start': 11, 'end': 12}], 'Michal Szkup']",[],Michal Szkup,True,,Michal,,Szkup,,,Male,0,Michal Szkup,0.82262003,0.012848903,0.05943075,0.105100274,asian,0
89,91,91,University of British Columbia,Economics,Munir Squires,Assistant Professor,PhD,London School of Economics,2017.0,0.0,4.0,7.0,7.0,2024.0,0.5,1,,,,,,14.0,"London School of Economics and Political Science LSE, University of London",90.0,3.0,London School of Economics (LSE),95.0,3.0,closest_use_2024,"['Munir Squires', [{'entity': 'B-PER', 'score': 0.99911314, 'index': 1, 'word': 'Mu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.87622535, 'index': 2, 'word': '##nir', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9994629, 'index': 3, 'word': 'S', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9961218, 'index': 4, 'word': '##quire', 'start': 7, 'end': 12}, {'entity': 'I-PER', 'score': 0.96345276, 'index': 5, 'word': '##s', 'start': 12, 'end': 13}], 'Munir Squires']",[],Munir Squires,True,,Munir,,Squires,,,Male,0,Munir Squires,0.06531739,0.11518812,0.46473226,0.3547622,nh_black,0
90,92,92,University of British Columbia,Economics,Nathan Nunn,Professor,PhD,Toronto,2005.0,0.0,2.0,37.0,5.0,2024.0,1.541666667,1.947368421,8.0,,,1.0,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,52.0,closest_use_2005,"['Nathan Nunn', [{'entity': 'B-PER', 'score': 0.99878687, 'index': 1, 'word': 'Nathan', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9994492, 'index': 2, 'word': 'N', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9908207, 'index': 3, 'word': '##un', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.8678173, 'index': 4, 'word': '##n', 'start': 10, 'end': 11}], 'Nathan Nunn']","[['Nathan Nunn', 'PERSON']]",Nathan Nunn,True,,Nathan,,Nunn,,,Male,0,Nathan Nunn,0.17649424,0.06295731,0.15385774,0.6066907,nh_white,1
91,93,93,University of British Columbia,Economics,Nicole Fortin,Professor,PhD,University of British Columbia,1988.0,0.0,2.0,31.0,7.0,2023.0,0.738095238,0.885714286,11.0,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,67.0,closest_use_2005,"['Nicole Fortin', [{'entity': 'B-PER', 'score': 0.9988281, 'index': 1, 'word': 'Nicole', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9991359, 'index': 2, 'word': 'Fort', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9746909, 'index': 3, 'word': '##in', 'start': 11, 'end': 13}], 'Nicole Fortin']","[['Nicole Fortin', 'PERSON']]",Nicole Fortin,True,,Nicole,,Fortin,,,Female,1,Nicole Fortin,0.0073526963,0.054015636,0.28897744,0.6496543,nh_white,1
92,94,94,University of British Columbia,Economics,Patrick Baylis,Assistant Professor,PhD,Berkeley,2016.0,0.0,1.0,10.0,,2022.0,,1.666666667,3.0,,,,,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,8.0,closest_use_2024,"['Patrick Baylis', [{'entity': 'B-PER', 'score': 0.9994899, 'index': 1, 'word': 'Patrick', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99952483, 'index': 2, 'word': 'Bay', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9917446, 'index': 3, 'word': '##lis', 'start': 11, 'end': 14}], 'Patrick Baylis']","[['Patrick Baylis', 'PERSON']]",Patrick Baylis,True,,Patrick,,Baylis,,,Male,0,Patrick Baylis,0.0023855472,0.008518818,0.096662775,0.8924329,nh_white,1
93,95,95,University of British Columbia,Economics,Patrick Francois,Professor (on leave),PhD,University of British Columbia,1995.0,5.0,-5.0,38.0,,2022.0,,1.407407407,5.0,,,1.0,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,67.0,closest_use_2005,"['Patrick Francois', [{'entity': 'B-PER', 'score': 0.9994106, 'index': 1, 'word': 'Patrick', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99942493, 'index': 2, 'word': 'Franco', 'start': 8, 'end': 14}, {'entity': 'I-PER', 'score': 0.9980799, 'index': 3, 'word': '##is', 'start': 14, 'end': 16}], 'Patrick Francois']","[['Patrick Francois', 'PERSON']]",Patrick Francois,True,,Patrick,,Francois,,,Male,0,Patrick Francois,0.008225195,0.09255114,0.3714668,0.52775687,nh_white,1
94,96,96,University of British Columbia,Economics,Paul Beaudry,Professor,PhD,Princeton,1989.0,0.0,2.0,66.0,5.0,2022.0,,2,8.0,,,,,3.0,Princeton University,90.0,10.0,Princeton University,90.0,3.0,closest_use_2005,"['Paul Beaudry', [{'entity': 'B-PER', 'score': 0.99928325, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9990583, 'index': 2, 'word': 'Beau', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.95996046, 'index': 3, 'word': '##dr', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9433706, 'index': 4, 'word': '##y', 'start': 11, 'end': 12}], 'Paul Beaudry']","[['Paul Beaudry', 'PERSON']]",Paul Beaudry,True,,Paul,,Beaudry,,,Male,0,Paul Beaudry,0.0029738925,0.03411154,0.33748466,0.62542987,nh_white,1
95,97,97,University of British Columbia,Economics,Paul Schrimpf,Associate Professor,PhD,Massachusetts Institute of Technology,2011.0,1.0,-1.0,8.0,6.0,2021.0,,0.8,3.0,,,,,8.0,Massachusetts Institute of Technology,100.0,4.0,Massachusetts Institute of Technology (MIT),95.0,8.0,closest_use_2005,"['Paul Schrimpf', [{'entity': 'B-PER', 'score': 0.998899, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.999131, 'index': 2, 'word': 'Sc', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9485256, 'index': 3, 'word': '##hr', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.4340521, 'index': 4, 'word': '##im', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.47667506, 'index': 5, 'word': '##pf', 'start': 11, 'end': 13}], 'Paul Schrimpf']","[['Paul Schrimpf', 'PERSON']]",Paul Schrimpf,True,,Paul,,Schrimpf,,,Male,0,Paul Schrimpf,0.0013700105,0.031506035,0.8105078,0.15661626,nh_black,0
96,98,98,University of British Columbia,Economics,Philip Solimine,Postdoctoral Fellow,,,,,,,,,,,,,,,,,,,,,,,,"['Philip Solimine', [{'entity': 'B-PER', 'score': 0.9991227, 'index': 1, 'word': 'Philip', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99914706, 'index': 2, 'word': 'Sol', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.97633004, 'index': 3, 'word': '##im', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.97430307, 'index': 4, 'word': '##ine', 'start': 12, 'end': 15}], 'Philip Solimine']","[['Philip Solimine', 'PERSON']]",Philip Solimine,True,,Philip,,Solimine,,,Male,0,Philip Solimine,0.2811067,0.030045204,0.601369,0.08747911,nh_black,0
97,99,99,University of British Columbia,Economics,Raffaele Saggio,Assistant Professor,PhD,Berkeley,2018.0,0.0,2.0,6.0,6.0,2023.0,,1.2,,,,,,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,8.0,closest_use_2024,"['Raffaele Saggio', [{'entity': 'B-PER', 'score': 0.9959228, 'index': 1, 'word': 'Ra', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7100571, 'index': 2, 'word': '##ff', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9586695, 'index': 3, 'word': '##ael', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.9766441, 'index': 4, 'word': '##e', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9991979, 'index': 5, 'word': 'Sa', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.993622, 'index': 6, 'word': '##ggio', 'start': 11, 'end': 15}], 'Raffaele Saggio']","[['Raffaele Saggio', 'PERSON']]",Raffaele Saggio,True,,Raffaele,,Saggio,,,Male,0,Raffaele Saggio,0.02786831,0.17696273,0.038553484,0.7566154,nh_white,1
98,100,100,University of British Columbia,Economics,Reka Juhasz,Assistant Professor,PhD,London School of Economics,2015.0,0.0,3.0,5.0,5.0,2024.0,,0.555555556,4.0,,,,best paper 2015; published 2018,14.0,"London School of Economics and Political Science LSE, University of London",90.0,3.0,London School of Economics (LSE),95.0,3.0,closest_use_2024,"['Reka Juhasz', [{'entity': 'B-PER', 'score': 0.9954946, 'index': 1, 'word': 'Re', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.74250734, 'index': 2, 'word': '##ka', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9989256, 'index': 3, 'word': 'Ju', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9595988, 'index': 4, 'word': '##has', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.95142394, 'index': 5, 'word': '##z', 'start': 10, 'end': 11}], 'Reka Juhasz']","[['Reka Juhasz', 'PERSON']]",Reka Juhasz,True,,Reka,,Juhasz,,,Female,1,Reka Juhasz,0.07818087,0.01538804,0.058934644,0.84749645,nh_white,1
99,101,101,University of British Columbia,Economics,Sam Hwang,Assistant Professor,PhD,Chicago,2015.0,0.0,4.0,6.0,6.0,2023.0,,0.75,1.0,2.0,,,,13.0,University of Chicago,90.0,6.0,University of Chicago,90.0,6.0,closest_use_2024,"['Sam Hwang', [{'entity': 'B-PER', 'score': 0.9944013, 'index': 1, 'word': 'Sam', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.997912, 'index': 2, 'word': 'H', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.98826957, 'index': 3, 'word': '##wang', 'start': 5, 'end': 9}], 'Sam Hwang']","[['Sam Hwang', 'PERSON']]",Sam Hwang,True,,Sam,,Hwang,,,Male,0,Sam Hwang,0.98292094,0.0010822982,0.010934808,0.005061878,asian,0
100,102,102,University of British Columbia,Economics,Sam Norris,Assistant Professor,PhD,Northwestern,2018.0,3.0,-4.0,7.0,6.0,2024.0,,1.166666667,6.0,,,,,22.0,Northwestern University,90.0,39.0,Northwestern University,90.0,39.0,closest_use_2024,"['Sam Norris', [{'entity': 'B-PER', 'score': 0.9985744, 'index': 1, 'word': 'Sam', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.99894947, 'index': 2, 'word': 'Norris', 'start': 4, 'end': 10}], 'Sam Norris']","[['Sam Norris', 'PERSON']]",Sam Norris,True,,Sam,,Norris,,,Male,0,Sam Norris,0.010017545,0.024324255,0.355927,0.60973126,nh_white,1
101,103,103,University of British Columbia,Economics,Sergei Severinov,Associate Professor,PhD,Stanford,1998.0,1.0,-1.0,12.0,5.0,2013.0,,0.8,3.0,6.0,,,,9.0,Stanford University,90.0,12.0,Stanford University,90.0,9.0,closest_use_2005,"['Sergei Severinov', [{'entity': 'B-PER', 'score': 0.9985703, 'index': 1, 'word': 'Sergei', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9992132, 'index': 2, 'word': 'Se', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9351987, 'index': 3, 'word': '##ver', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9393334, 'index': 4, 'word': '##ino', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.79737246, 'index': 5, 'word': '##v', 'start': 15, 'end': 16}], 'Sergei Severinov']",[],Sergei Severinov,True,,Sergei,,Severinov,,,Male,0,Sergei Severinov,0.032235827,0.025505116,0.007648596,0.93461055,nh_white,1
102,104,104,University of British Columbia,Economics,Siwan Anderson,Professor,PhD,University of British Columbia,1999.0,1.0,-1.0,21.0,,2023.0,,0.875,,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,67.0,closest_use_2005,"['Siwan Anderson', [{'entity': 'B-PER', 'score': 0.99779475, 'index': 1, 'word': 'Si', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.48131642, 'index': 2, 'word': '##wan', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9988833, 'index': 3, 'word': 'Anderson', 'start': 6, 'end': 14}], 'Siwan Anderson']","[['Anderson', 'PERSON']]",Siwan Anderson,True,,Siwan,,Anderson,,,Female,1,Siwan Anderson,0.2851466,0.04011729,0.57053345,0.10420265,nh_black,0
103,105,105,University of British Columbia,Economics,Terry Moon,Assistant Professor,PhD,Princeton,2019.0,0.0,3.0,2.0,4.0,2024.0,,0.4,5.0,,,,,3.0,Princeton University,90.0,10.0,Princeton University,90.0,10.0,closest_use_2024,"['Terry Moon', [{'entity': 'B-PER', 'score': 0.9982432, 'index': 1, 'word': 'Terry', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.998738, 'index': 2, 'word': 'Moon', 'start': 6, 'end': 10}], 'Terry Moon']","[['Terry Moon', 'PERSON']]",Terry Moon,True,,Terry,,Moon,,,Male,0,Terry Moon,0.11576775,0.012612974,0.22946332,0.64215595,nh_white,1
104,106,106,University of British Columbia,Economics,Thomas Lemieux,Professor,PhD,Princeton,1989.0,0.0,4.0,54.0,4.0,2023.0,,1.588235294,3.0,,6.0,,,3.0,Princeton University,90.0,10.0,Princeton University,90.0,3.0,closest_use_2005,"['Thomas Lemieux', [{'entity': 'B-PER', 'score': 0.99916136, 'index': 1, 'word': 'Thomas', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.999263, 'index': 2, 'word': 'Le', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.99438417, 'index': 3, 'word': '##mie', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.98889554, 'index': 4, 'word': '##ux', 'start': 12, 'end': 14}], 'Thomas Lemieux']","[['Thomas Lemieux', 'PERSON']]",Thomas Lemieux,True,,Thomas,,Lemieux,,,Male,0,Thomas Lemieux,0.0025446978,0.002178776,0.875671,0.11960551,nh_black,0
105,107,107,University of British Columbia,Economics,Torsten Jaccard,Assistant Professor,PhD,Toronto,2022.0,1.0,-4.0,1.0,5.0,2024.0,,0.5,3.0,,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,58.0,closest_use_2024,"['Torsten Jaccard', [{'entity': 'B-PER', 'score': 0.9982614, 'index': 1, 'word': 'Tor', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9074817, 'index': 2, 'word': '##sten', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.9992428, 'index': 3, 'word': 'J', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.99724483, 'index': 4, 'word': '##ac', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.99506783, 'index': 5, 'word': '##card', 'start': 11, 'end': 15}], 'Torsten Jaccard']","[['Torsten Jaccard', 'PERSON']]",Torsten Jaccard,True,,Torsten,,Jaccard,,,Male,0,Torsten Jaccard,0.0015491247,0.013114185,0.013376653,0.97196,nh_white,1
106,108,108,University of British Columbia,Economics,Vadim Marmer,Professor | Graduate Program Director,PhD,Yale,2005.0,0.0,1.0,18.0,3.0,2023.0,,1,,,4.0,,,14.0,Yale University,90.0,23.0,Yale University,90.0,14.0,closest_use_2005,"['Vadim Marmer', [{'entity': 'B-PER', 'score': 0.99609864, 'index': 1, 'word': 'V', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9392354, 'index': 2, 'word': '##adi', 'start': 1, 'end': 4}, {'entity': 'I-PER', 'score': 0.9157083, 'index': 3, 'word': '##m', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.99918896, 'index': 4, 'word': 'Mar', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.99184555, 'index': 5, 'word': '##mer', 'start': 9, 'end': 12}], 'Vadim Marmer']",[],Vadim Marmer,True,,Vadim,,Marmer,,,Male,0,Vadim Marmer,0.035021946,0.0709192,0.021634076,0.8724247,nh_white,1
107,109,109,University of British Columbia,Economics,Victor Couture,Associate Professor,PhD,Toronto,2013.0,0.0,2.0,8.0,6.0,2023.0,,0.8,3.0,5.0,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,52.0,closest_use_2005,"['Victor Couture', [{'entity': 'B-PER', 'score': 0.99676126, 'index': 1, 'word': 'Victor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9978447, 'index': 2, 'word': 'Co', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9809232, 'index': 3, 'word': '##ut', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.90455717, 'index': 4, 'word': '##ure', 'start': 11, 'end': 14}], 'Victor Couture']","[['Victor Couture', 'PERSON']]",Victor Couture,True,,Victor,,Couture,,,Male,0,Victor Couture,0.0021350742,0.007070094,0.8882604,0.102534465,nh_black,0
108,110,110,University of British Columbia,Economics,Viktoriya Hnatkovska,Associate Professor,PhD,Georgetown,2006.0,0.0,1.0,15.0,4.0,2020.0,,1.071428571,7.0,1.0,,,,,,,105.0,Georgetown University,90.0,105.0,closest_use_2024,"['Viktoriya Hnatkovska', [{'entity': 'B-PER', 'score': 0.997569, 'index': 1, 'word': 'Viktor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.93587524, 'index': 2, 'word': '##iya', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9992793, 'index': 3, 'word': 'H', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9949073, 'index': 4, 'word': '##nat', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9759178, 'index': 5, 'word': '##kov', 'start': 14, 'end': 17}, {'entity': 'I-PER', 'score': 0.71764773, 'index': 6, 'word': '##ska', 'start': 17, 'end': 20}], 'Viktoriya Hnatkovska']",[],Viktoriya Hnatkovska,True,,Viktoriya,,Hnatkovska,,,Female,1,Viktoriya Hnatkovska,0.049032316,0.2642163,0.22590595,0.46084547,nh_white,1
109,111,111,University of British Columbia,Economics,Vitor Farinha Luz,Associate Professor,PhD,Yale,2014.0,1.0,-1.0,7.0,2.0,2023.0,,0.777777778,,5.0,,,,14.0,Yale University,90.0,23.0,Yale University,90.0,14.0,closest_use_2005,"['Vitor Farinha Luz', [{'entity': 'B-PER', 'score': 0.9699099, 'index': 1, 'word': 'V', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.7293552, 'index': 2, 'word': '##itor', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.99866295, 'index': 3, 'word': 'Far', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9584761, 'index': 4, 'word': '##in', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9470501, 'index': 5, 'word': '##ha', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.9501172, 'index': 6, 'word': 'Lu', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.8437716, 'index': 7, 'word': '##z', 'start': 16, 'end': 17}], 'Vitor Farinha Luz']",[],Vitor Farinha Luz,True,,Vitor,Farinha,Luz,,,Male,0,Vitor Luz,0.006090365,0.9049326,0.011148937,0.07782809,hispanic,0
110,112,112,University of British Columbia,Economics,Wei Li,Associate Professor,PhD,Massachusetts Institute of Technology,2003.0,0.0,4.0,9.0,5.0,2021.0,,0.5,2.0,,,,,8.0,Massachusetts Institute of Technology,100.0,4.0,Massachusetts Institute of Technology (MIT),95.0,8.0,closest_use_2005,"['Wei Li', [{'entity': 'B-PER', 'score': 0.9945826, 'index': 1, 'word': 'Wei', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9391571, 'index': 2, 'word': 'Li', 'start': 4, 'end': 6}], 'Wei Li']","[['Wei Li', 'PERSON']]",Wei Li,True,,Wei,,Li,,,Female,1,Wei Li,0.89497304,0.0094585335,0.052047372,0.04352101,asian,0
111,113,113,University of British Columbia,Economics,Clive Chapple,Associate Professor of Teaching,PhD,University of British Columbia,1998.0,,,,,,,,,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,67.0,closest_use_2005,"['Clive Chapple', [{'entity': 'B-PER', 'score': 0.99905926, 'index': 1, 'word': 'Clive', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9993494, 'index': 2, 'word': 'Cha', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.98978746, 'index': 3, 'word': '##pp', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9839914, 'index': 4, 'word': '##le', 'start': 11, 'end': 13}], 'Clive Chapple']",[],Clive Chapple,True,,Clive,,Chapple,,,Male,0,Clive Chapple,0.004964807,0.016627306,0.8606886,0.11771926,nh_black,0
112,114,114,University of British Columbia,Economics,Jonathan Graves,Assistant Professor of Teaching | Director of Undergraduate Studies (Curriculum and Students),PhD,University of British Columbia,,,,,,,,,,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,58.0,both,"['Jonathan Graves', [{'entity': 'B-PER', 'score': 0.99908173, 'index': 1, 'word': 'Jonathan', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9989656, 'index': 2, 'word': 'Graves', 'start': 9, 'end': 15}], 'Jonathan Graves']","[['Jonathan Graves', 'PERSON']]",Jonathan Graves,True,,Jonathan,,Graves,,,Male,0,Jonathan Graves,0.038472418,0.13733663,0.40571436,0.4184767,nh_white,1
113,115,115,University of British Columbia,Economics,Marina Adshade,Assistant Professor of Teaching,PhD,Queens University,,,,2.0,,,,,,,,,,,,,98.0,Queen's University,97.0,98.0,closest_use_2024,"['Marina Adshade', [{'entity': 'B-PER', 'score': 0.9989735, 'index': 1, 'word': 'Marina', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9992804, 'index': 2, 'word': 'Ad', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.97155625, 'index': 3, 'word': '##sha', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9733201, 'index': 4, 'word': '##de', 'start': 12, 'end': 14}], 'Marina Adshade']",[],Marina Adshade,True,,Marina,,Adshade,,,Female,1,Marina Adshade,0.04108588,0.077779375,0.14540765,0.73572713,nh_white,1
114,116,116,University de Montreal,Economics,Davide ALONZO,Assistant Professor,PhD,University of British Columbia,2021.0,0.0,,0.0,6.0,2023.0,0.0,0,2.0,2.0,,,10 presentations for current research,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,49.0,closest_use_2024,"['Davide ALONZO', [{'entity': 'B-PER', 'score': 0.99781054, 'index': 1, 'word': 'David', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.97932625, 'index': 2, 'word': '##e', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9982216, 'index': 3, 'word': 'AL', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9834674, 'index': 4, 'word': '##ON', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9153765, 'index': 5, 'word': '##Z', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.8506453, 'index': 6, 'word': '##O', 'start': 12, 'end': 13}], 'Davide ALONZO']",[],Davide ALONZO,True,,Davide,,ALONZO,,,Male,0,Davide Alonzo,0.010961599,0.05172948,0.8365861,0.10072276,nh_black,0
115,117,117,University de Montreal,Economics,William ARBOUR,Assistant Professor,PhD,Toronto,2023.0,0.0,1.0,1.0,5.0,2024.0,0.166666667,,4.0,3.0,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,58.0,closest_use_2024,"['William ARBOUR', [{'entity': 'B-PER', 'score': 0.994142, 'index': 1, 'word': 'William', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9910391, 'index': 2, 'word': 'AR', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.93288404, 'index': 3, 'word': '##BO', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.47046423, 'index': 4, 'word': '##UR', 'start': 12, 'end': 14}], 'William ARBOUR']","[['William ARBOUR', 'PERSON']]",William ARBOUR,True,,William,,ARBOUR,,,Male,0,William Arbour,0.0028757239,0.006179147,0.28114033,0.7098048,nh_white,1
116,118,118,University de Montreal,Economics,Joao Alfredo GALINDO DA FONSECA,Assistant Professor,PhD,University of British Columbia,2018.0,0.0,2.0,4.0,6.0,2023.0,0.363636364,0.8,3.0,1.0,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,49.0,closest_use_2024,"['Joao Alfredo GALINDOALINDO', [{'entity': 'B-PER', 'score': 0.98570967, 'index': 1, 'word': 'Jo', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.89610267, 'index': 2, 'word': '##ao', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9891784, 'index': 3, 'word': 'Alfredo', 'start': 5, 'end': 12}, {'entity': 'I-PER', 'score': 0.982755, 'index': 4, 'word': 'GA', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.5079004, 'index': 6, 'word': '##IN', 'start': 16, 'end': 18}, {'entity': 'I-PER', 'score': 0.32439214, 'index': 7, 'word': '##D', 'start': 18, 'end': 19}, {'entity': 'I-PER', 'score': 0.540995, 'index': 8, 'word': '##O', 'start': 19, 'end': 20}], 'Joao Alfredo GALINDO DA FONSECA']","[['Joao Alfredo GALINDO DA FONSECA', 'PERSON']]",Joao Alfredo GALINDO DA FONSECA,True,,Joao,Alfredo GALINDO,DA FONSECA,,,Male,0,Joao Da Fonseca,0.10486367,0.6695526,0.107022524,0.11856124,hispanic,0
