dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed
106,106,University of British Columbia,Economics,Thomas Lemieux,Professor,PhD,Princeton,1989,0,4,54,4,2023,,1.588235294,3,,6,,,3,Princeton University,90,10,Princeton University,90,3,closest_use_2005,"['Thomas Lemieux', [{'entity': 'B-PER', 'score': 0.99916136, 'index': 1, 'word': 'Thomas', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.999263, 'index': 2, 'word': 'Le', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.99438417, 'index': 3, 'word': '##mie', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.98889554, 'index': 4, 'word': '##ux', 'start': 12, 'end': 14}], 'Thomas Lemieux']","[['Thomas Lemieux', 'PERSON']]",Thomas Lemieux,TRUE,,Thomas,,Lemieux,,
107,107,University of British Columbia,Economics,Torsten Jaccard,Assistant Professor,PhD,Toronto,2022,1,-4,1,5,2024,,0.5,3,,,,,52,University of Toronto,90,58,University of Toronto,90,58,closest_use_2024,"['Torsten Jaccard', [{'entity': 'B-PER', 'score': 0.9982614, 'index': 1, 'word': 'Tor', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9074817, 'index': 2, 'word': '##sten', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.9992428, 'index': 3, 'word': 'J', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.99724483, 'index': 4, 'word': '##ac', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.99506783, 'index': 5, 'word': '##card', 'start': 11, 'end': 15}], 'Torsten Jaccard']","[['Torsten Jaccard', 'PERSON']]",Torsten Jaccard,TRUE,,Torsten,,Jaccard,,
108,108,University of British Columbia,Economics,Vadim Marmer,Professor | Graduate Program Director,PhD,Yale,2005,0,1,18,3,2023,,1,,,4,,,14,Yale University,90,23,Yale University,90,14,closest_use_2005,"['Vadim Marmer', [{'entity': 'B-PER', 'score': 0.99609864, 'index': 1, 'word': 'V', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9392354, 'index': 2, 'word': '##adi', 'start': 1, 'end': 4}, {'entity': 'I-PER', 'score': 0.9157083, 'index': 3, 'word': '##m', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.99918896, 'index': 4, 'word': 'Mar', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.99184555, 'index': 5, 'word': '##mer', 'start': 9, 'end': 12}], 'Vadim Marmer']",[],Vadim Marmer,TRUE,,Vadim,,Marmer,,
109,109,University of British Columbia,Economics,Victor Couture,Associate Professor,PhD,Toronto,2013,0,2,8,6,2023,,0.8,3,5,,,,52,University of Toronto,90,58,University of Toronto,90,52,closest_use_2005,"['Victor Couture', [{'entity': 'B-PER', 'score': 0.99676126, 'index': 1, 'word': 'Victor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9978447, 'index': 2, 'word': 'Co', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9809232, 'index': 3, 'word': '##ut', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.90455717, 'index': 4, 'word': '##ure', 'start': 11, 'end': 14}], 'Victor Couture']","[['Victor Couture', 'PERSON']]",Victor Couture,TRUE,,Victor,,Couture,,
110,110,University of British Columbia,Economics,Viktoriya Hnatkovska,Associate Professor,PhD,Georgetown,2006,0,1,15,4,2020,,1.071428571,7,1,,,,,,,105,Georgetown University,90,105,closest_use_2024,"['Viktoriya Hnatkovska', [{'entity': 'B-PER', 'score': 0.997569, 'index': 1, 'word': 'Viktor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.93587524, 'index': 2, 'word': '##iya', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9992793, 'index': 3, 'word': 'H', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9949073, 'index': 4, 'word': '##nat', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9759178, 'index': 5, 'word': '##kov', 'start': 14, 'end': 17}, {'entity': 'I-PER', 'score': 0.71764773, 'index': 6, 'word': '##ska', 'start': 17, 'end': 20}], 'Viktoriya Hnatkovska']",[],Viktoriya Hnatkovska,TRUE,,Viktoriya,,Hnatkovska,,
111,111,University of British Columbia,Economics,Vitor Farinha Luz,Associate Professor,PhD,Yale,2014,1,-1,7,2,2023,,0.777777778,,5,,,,14,Yale University,90,23,Yale University,90,14,closest_use_2005,"['Vitor Farinha Luz', [{'entity': 'B-PER', 'score': 0.9699099, 'index': 1, 'word': 'V', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.7293552, 'index': 2, 'word': '##itor', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.99866295, 'index': 3, 'word': 'Far', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9584761, 'index': 4, 'word': '##in', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9470501, 'index': 5, 'word': '##ha', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.9501172, 'index': 6, 'word': 'Lu', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.8437716, 'index': 7, 'word': '##z', 'start': 16, 'end': 17}], 'Vitor Farinha Luz']",[],Vitor Farinha Luz,TRUE,,Vitor,Farinha,Luz,,
112,112,University of British Columbia,Economics,Wei Li,Associate Professor,PhD,Massachusetts Institute of Technology,2003,0,4,9,5,2021,,0.5,2,,,,,8,Massachusetts Institute of Technology,100,4,Massachusetts Institute of Technology (MIT),95,8,closest_use_2005,"['Wei Li', [{'entity': 'B-PER', 'score': 0.9945826, 'index': 1, 'word': 'Wei', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9391571, 'index': 2, 'word': 'Li', 'start': 4, 'end': 6}], 'Wei Li']","[['Wei Li', 'PERSON']]",Wei Li,TRUE,,Wei,,Li,,
113,113,University of British Columbia,Economics,Clive Chapple,Associate Professor of Teaching,PhD,University of British Columbia,1998,,,,,,,,,,,,,67,University of British Columbia,100,49,University of British Columbia,100,67,closest_use_2005,"['Clive Chapple', [{'entity': 'B-PER', 'score': 0.99905926, 'index': 1, 'word': 'Clive', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9993494, 'index': 2, 'word': 'Cha', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.98978746, 'index': 3, 'word': '##pp', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9839914, 'index': 4, 'word': '##le', 'start': 11, 'end': 13}], 'Clive Chapple']",[],Clive Chapple,TRUE,,Clive,,Chapple,,
114,114,University of British Columbia,Economics,Jonathan Graves,Assistant Professor of Teaching | Director of Undergraduate Studies (Curriculum and Students),PhD,University of British Columbia,,,,,,,,,,,,,,67,University of British Columbia,100,49,University of British Columbia,100,58,both,"['Jonathan Graves', [{'entity': 'B-PER', 'score': 0.99908173, 'index': 1, 'word': 'Jonathan', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9989656, 'index': 2, 'word': 'Graves', 'start': 9, 'end': 15}], 'Jonathan Graves']","[['Jonathan Graves', 'PERSON']]",Jonathan Graves,TRUE,,Jonathan,,Graves,,
115,115,University of British Columbia,Economics,Marina Adshade,Assistant Professor of Teaching,PhD,Queens University,,,,2,,,,,,,,,,,,,98,Queen's University,97,98,closest_use_2024,"['Marina Adshade', [{'entity': 'B-PER', 'score': 0.9989735, 'index': 1, 'word': 'Marina', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9992804, 'index': 2, 'word': 'Ad', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.97155625, 'index': 3, 'word': '##sha', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9733201, 'index': 4, 'word': '##de', 'start': 12, 'end': 14}], 'Marina Adshade']",[],Marina Adshade,TRUE,,Marina,,Adshade,,
116,116,University de Montreal,Economics,Davide ALONZO,Assistant Professor,PhD,University of British Columbia,2021,0,,0,6,2023,0,0,2,2,,,10 presentations for current research,67,University of British Columbia,100,49,University of British Columbia,100,49,closest_use_2024,"['Davide ALONZO', [{'entity': 'B-PER', 'score': 0.99781054, 'index': 1, 'word': 'David', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.97932625, 'index': 2, 'word': '##e', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9982216, 'index': 3, 'word': 'AL', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9834674, 'index': 4, 'word': '##ON', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9153765, 'index': 5, 'word': '##Z', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.8506453, 'index': 6, 'word': '##O', 'start': 12, 'end': 13}], 'Davide ALONZO']",[],Davide ALONZO,TRUE,,Davide,,ALONZO,,
117,117,University de Montreal,Economics,William ARBOUR,Assistant Professor,PhD,Toronto,2023,0,1,1,5,2024,0.166666667,,4,3,,,,52,University of Toronto,90,58,University of Toronto,90,58,closest_use_2024,"['William ARBOUR', [{'entity': 'B-PER', 'score': 0.994142, 'index': 1, 'word': 'William', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9910391, 'index': 2, 'word': 'AR', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.93288404, 'index': 3, 'word': '##BO', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.47046423, 'index': 4, 'word': '##UR', 'start': 12, 'end': 14}], 'William ARBOUR']","[['William ARBOUR', 'PERSON']]",William ARBOUR,TRUE,,William,,ARBOUR,,
118,118,University de Montreal,Economics,Joao Alfredo GALINDO DA FONSECA,Assistant Professor,PhD,University of British Columbia,2018,0,2,4,6,2023,0.363636364,0.8,3,1,,,,67,University of British Columbia,100,49,University of British Columbia,100,49,closest_use_2024,"['Joao Alfredo GALINDOALINDO', [{'entity': 'B-PER', 'score': 0.98570967, 'index': 1, 'word': 'Jo', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.89610267, 'index': 2, 'word': '##ao', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9891784, 'index': 3, 'word': 'Alfredo', 'start': 5, 'end': 12}, {'entity': 'I-PER', 'score': 0.982755, 'index': 4, 'word': 'GA', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.5079004, 'index': 6, 'word': '##IN', 'start': 16, 'end': 18}, {'entity': 'I-PER', 'score': 0.32439214, 'index': 7, 'word': '##D', 'start': 18, 'end': 19}, {'entity': 'I-PER', 'score': 0.540995, 'index': 8, 'word': '##O', 'start': 19, 'end': 20}], 'Joao Alfredo GALINDO DA FONSECA']","[['Joao Alfredo GALINDO DA FONSECA', 'PERSON']]",Joao Alfredo GALINDO DA FONSECA,TRUE,,Joao,Alfredo GALINDO,DA FONSECA,,
119,119,University de Montreal,Economics,Max Antoine LESELLIER,Assistant Professor,PhD,Toulouse,2023,0,,0,5,2024,0,0,4,3,,,,29,Université des Sciences Sociales Toulouse I,90,16,Toulouse School of Economics (TSE),90,16,closest_use_2024,"['Max Antoine LESELLIEESELLIER', [{'entity': 'B-PER', 'score': 0.99630237, 'index': 1, 'word': 'Max', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9974038, 'index': 2, 'word': 'Antoine', 'start': 4, 'end': 11}, {'entity': 'I-PER', 'score': 0.99663335, 'index': 3, 'word': 'L', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.95887184, 'index': 4, 'word': '##ES', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.54541314, 'index': 5, 'word': '##EL', 'start': 15, 'end': 17}, {'entity': 'I-PER', 'score': 0.5600224, 'index': 6, 'word': '##L', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.40645364, 'index': 7, 'word': '##IE', 'start': 18, 'end': 20}], 'Max Antoine LESELLIER']","[['Max Antoine LESELLIER', 'PERSON']]",Max Antoine LESELLIEESELLIER,FALSE,,Max,Antoine,LESELLIEESELLIER,,
120,120,University de Montreal,Economics,Mathieu MARCOUX,Assistant Professor,PhD,Toronto,2017,0,4,5,6,2024,0.384615385,0.714285714,,2,,,,52,University of Toronto,90,58,University of Toronto,90,58,closest_use_2024,"['Mathieu MARCOUARCOUX', [{'entity': 'B-PER', 'score': 0.9985055, 'index': 1, 'word': 'Math', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.98209184, 'index': 2, 'word': '##ieu', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99744713, 'index': 3, 'word': 'MA', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9429782, 'index': 4, 'word': '##RC', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.68205035, 'index': 5, 'word': '##O', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.7211622, 'index': 6, 'word': '##U', 'start': 13, 'end': 14}], 'Mathieu MARCOUX']",[],Mathieu MARCOUARCOUX,FALSE,,Mathieu,,MARCOUARCOUX,,
121,121,University de Montreal,Economics,Hyejin PARK,Assistant Professor,PhD,Chicago,2022,0,,0,4,2024,0,0,3,2,,,start presentation participation in PhD,13,University of Chicago,90,6,University of Chicago,90,6,closest_use_2024,"['', [], 'Hyejin PARK']",[],Hyejin PARK,FALSE,,Hyejin,,PARK,,
122,122,University de Montreal,Economics,Laëtitia RENÉE,Assistant Professor,PhD,McGill,2022,1,0,2,8,2024,0.2,1,3,,,,,,,,160,McGill University,90,160,closest_use_2024,"['', [], 'Laëtitia RENÉE']","[['Laëtitia RENÉE', 'PERSON']]",Laëtitia RENÉE,TRUE,,Laëtitia,,RENÉE,,
123,123,University de Montreal,Economics,Guillaume SUBLET,Assistant Professor,PhD,Minnesota,2018,1,0,3,6,2023,0.272727273,0.6,,2,,,,28,University of Minnesota,90,107,University of Minnesota,90,107,closest_use_2024,"['Guillaume SUBLET', [{'entity': 'B-PER', 'score': 0.9989435, 'index': 1, 'word': 'Guillaume', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9966821, 'index': 2, 'word': 'S', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.83463055, 'index': 4, 'word': '##BL', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.59740865, 'index': 5, 'word': '##ET', 'start': 14, 'end': 16}], 'Guillaume SUBLET']",[],Guillaume SUBLET,TRUE,,Guillaume,,SUBLET,,
124,124,University de Montreal,Economics,Massimiliano AMARANTE,Associate Professor,PhD,Massachusetts Institute of Technology,1999,0,4,21,6,2020,0.777777778,1,5,4,,,,8,Massachusetts Institute of Technology,100,4,Massachusetts Institute of Technology (MIT),95,8,closest_use_2005,"['Massimiliano AMARANTE', [{'entity': 'B-PER', 'score': 0.9783478, 'index': 1, 'word': 'Mass', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.40344507, 'index': 2, 'word': '##im', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.91767544, 'index': 3, 'word': '##ilian', 'start': 6, 'end': 11}, {'entity': 'I-PER', 'score': 0.93739665, 'index': 4, 'word': '##o', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.99260736, 'index': 5, 'word': 'AM', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.5007814, 'index': 6, 'word': '##AR', 'start': 15, 'end': 17}, {'entity': 'I-PER', 'score': 0.5160478, 'index': 7, 'word': '##AN', 'start': 17, 'end': 19}, {'entity': 'I-PER', 'score': 0.54885644, 'index': 8, 'word': '##TE', 'start': 19, 'end': 21}], 'Massimiliano AMARANTE']",[],Massimiliano AMARANTE,TRUE,,Massimiliano,,AMARANTE,,
125,125,University de Montreal,Economics,Andriana BELLOU,Associate Professor,PhD,Rochester,2009,0,3,8,4,2024,0.421052632,0.533333333,3,5,,,,79,University of Rochester,90,248,University of Rochester,90,79,closest_use_2005,"['Andriana BELLOU', [{'entity': 'B-PER', 'score': 0.9949338, 'index': 1, 'word': 'And', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.7852167, 'index': 2, 'word': '##rian', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.8961371, 'index': 3, 'word': '##a', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9959346, 'index': 4, 'word': 'B', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.6350072, 'index': 5, 'word': '##EL', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.5967336, 'index': 6, 'word': '##L', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.5986717, 'index': 7, 'word': '##O', 'start': 13, 'end': 14}, {'entity': 'I-PER', 'score': 0.4306795, 'index': 8, 'word': '##U', 'start': 14, 'end': 15}], 'Andriana BELLOU']",[],Andriana BELLOU,TRUE,,Andriana,,BELLOU,,
126,126,University de Montreal,Economics,Deniz DIZDAR,Associate Professor,PhD,Bonn,2013,1,-2,6,6,2022,0.4,0.666666667,2,1,,,,,,,,,,,,"['Deniz DIZIZDAR', [{'entity': 'B-PER', 'score': 0.9354079, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.5135241, 'index': 2, 'word': '##iz', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.93365437, 'index': 3, 'word': 'D', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.6654471, 'index': 4, 'word': '##I', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.35221213, 'index': 5, 'word': '##Z', 'start': 8, 'end': 9}], 'Deniz DIZDAR']",[],Deniz DIZIZDAR,FALSE,,Deniz,,DIZIZDAR,,
127,127,University de Montreal,Economics,Raphaël GODEFROY,Associate Professor,PhD,Stanford,2009,1,-5,10,6,2024,0.476190476,0.666666667,3,,,,,9,Stanford University,90,12,Stanford University,90,9,closest_use_2005,"['Raphaël', [{'entity': 'B-PER', 'score': 0.9976107, 'index': 1, 'word': 'Rap', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.92246634, 'index': 2, 'word': '##ha', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.9598327, 'index': 3, 'word': '##ël', 'start': 5, 'end': 7}], 'Raphaël GODEFROY']",[],Raphaël,FALSE,,Raphaël,,,,
128,128,University de Montreal,Economics,Sean HORAN,Associate Professor,PhD,Boston,2012,0,3,9,8,2024,0.45,0.75,,6,,,,24,Boston College,90,28,Boston University,90,24,closest_use_2005,"['Sean HORORAN', [{'entity': 'B-PER', 'score': 0.99816495, 'index': 1, 'word': 'Sean', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9974124, 'index': 2, 'word': 'H', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.6950118, 'index': 3, 'word': '##OR', 'start': 6, 'end': 8}], 'Sean HORAN']","[['Sean HORAN', 'PERSON']]",Sean HORORAN,FALSE,,Sean,,HORORAN,,
129,129,University de Montreal,Economics,Nicolas KLEIN,Associate Professor,PhD,Munich,2010,0,1,13,3,2024,0.764705882,0.928571429,3,,,,,92,Munich,100,,,,92,closest_use_2005,"['Nicolas KLEIN', [{'entity': 'B-PER', 'score': 0.99826187, 'index': 1, 'word': 'Nicolas', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99729556, 'index': 2, 'word': 'K', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.76929516, 'index': 3, 'word': '##LE', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.4261925, 'index': 4, 'word': '##IN', 'start': 11, 'end': 13}], 'Nicolas KLEIN']","[['Nicolas', 'PERSON']]",Nicolas KLEIN,TRUE,,Nicolas,,KLEIN,,
130,130,University de Montreal,Economics,Joshua LEWIS,Associate Professor,PhD,Toronto,2013,0,5,13,7,2024,0.722222222,1.181818182,3,,,,,52,University of Toronto,90,58,University of Toronto,90,52,closest_use_2005,"['Joshua LEWIS', [{'entity': 'B-PER', 'score': 0.9985222, 'index': 1, 'word': 'Joshua', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99691737, 'index': 2, 'word': 'L', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9557001, 'index': 3, 'word': '##E', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.719057, 'index': 4, 'word': '##WI', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.82321686, 'index': 5, 'word': '##S', 'start': 11, 'end': 12}], 'Joshua LEWIS']","[['Joshua LEWIS', 'PERSON']]",Joshua LEWIS,TRUE,,Joshua,,LEWIS,,
131,131,University de Montreal,Economics,William J. McCAUSLAND,Associate Professor,PhD,Minnesota,2002,0,5,12,6,2024,0.428571429,0.545454545,,,,,,28,University of Minnesota,90,107,University of Minnesota,90,28,closest_use_2005,"['', [], 'William J. McCAUSLAND']","[['William J. McCAUSLAND', 'PERSON']]",William J. McCAUSLAND,TRUE,,William,J.,McCAUSLAND,,
132,132,University de Montreal,Economics,Walter BOSSERT,Full Professor,PhD,Karlsruhe,1988,2,-2,163,1,2024,4.405405405,4.527777778,,3,,4,,,,,,,,,,"['Walter BOSSERT', [{'entity': 'B-PER', 'score': 0.99822706, 'index': 1, 'word': 'Walter', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9966529, 'index': 2, 'word': 'B', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.7862691, 'index': 3, 'word': '##OS', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.7048701, 'index': 4, 'word': '##SE', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.27906734, 'index': 5, 'word': '##RT', 'start': 12, 'end': 14}], 'Walter BOSSERT']","[['Walter BOSSERT', 'PERSON']]",Walter BOSSERT,TRUE,,Walter,,BOSSERT,,
133,133,University de Montreal,Economics,Emanuela CARDIA,Full Professor,PhD,Berkeley,,,,19,,,,,,,,,,10,Berkeley,100,8,University of California-Berkeley,90,9,both,"['Emanuela CARDIA', [{'entity': 'B-PER', 'score': 0.99322444, 'index': 1, 'word': 'Emanuel', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9542815, 'index': 2, 'word': '##a', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9936386, 'index': 3, 'word': 'CA', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.7225976, 'index': 4, 'word': '##RD', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.8413569, 'index': 5, 'word': '##IA', 'start': 13, 'end': 15}], 'Emanuela CARDIA']",[],Emanuela CARDIA,TRUE,,Emanuela,,CARDIA,,
134,134,University de Montreal,Economics,Marine CARRASCO,Full Professor,PhD,Toulouse,1995,0,5,36,3,2024,1.125,1.24137931,2,6,,,,29,Université des Sciences Sociales Toulouse I,90,16,Toulouse School of Economics (TSE),90,29,closest_use_2005,"['', [], 'Marine CARRASCO']",[],Marine CARRASCO,FALSE,,Marine,,CARRASCO,,
135,135,University de Montreal,Economics,Lars EHLERS,Full Professor,PhD,Maastricht,2001,5,-1,50,4,2024,1.851851852,2.173913043,,,,,,,,,146,Maastricht University,90,146,closest_use_2024,"['Lars EHLERS', [{'entity': 'B-PER', 'score': 0.9989083, 'index': 1, 'word': 'Lars', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99927205, 'index': 2, 'word': 'E', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.950186, 'index': 3, 'word': '##HL', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.72538126, 'index': 4, 'word': '##ER', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.7580713, 'index': 5, 'word': '##S', 'start': 10, 'end': 11}], 'Lars EHLERS']","[['Lars EHLERS', 'PERSON']]",Lars EHLERS,TRUE,,Lars,,EHLERS,,
136,136,University de Montreal,Economics,Abraham J. HOLLANDER,Full Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Abraham J. HOLLANDOLLANDER', [{'entity': 'B-PER', 'score': 0.9984427, 'index': 1, 'word': 'Abraham', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99439704, 'index': 2, 'word': 'J', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.5117224, 'index': 3, 'word': '.', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.99800295, 'index': 4, 'word': 'H', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.6888795, 'index': 5, 'word': '##OL', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.34547675, 'index': 6, 'word': '##LA', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.33089626, 'index': 7, 'word': '##ND', 'start': 16, 'end': 18}], 'Abraham J. HOLLANDER']","[['Abraham J. HOLLANDER', 'PERSON']]",Abraham J. HOLLANDOLLANDER,FALSE,,Abraham,J.,HOLLANDOLLANDER,,
137,137,University de Montreal,Economics,Benoit PERRON,Full Professor,PhD,Yale,1998,0,5,22,5,2023,0.733333333,0.88,,2,6,,,14,Yale University,90,23,Yale University,90,14,closest_use_2005,"['', [], 'Benoit PERRON']",[],Benoit PERRON,FALSE,,Benoit,,PERRON,,
138,138,University de Montreal,Economics,Michel POITEVIN,Full Professor,PhD,University of British Columbia,1987,0,2,27,5,2023,0.710526316,0.75,,,,,,67,University of British Columbia,100,49,University of British Columbia,100,67,closest_use_2005,"['Michel POITEVIN', [{'entity': 'B-PER', 'score': 0.99900144, 'index': 1, 'word': 'Michel', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99865, 'index': 2, 'word': 'P', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.78982, 'index': 3, 'word': '##O', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9059248, 'index': 4, 'word': '##IT', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.7897213, 'index': 5, 'word': '##E', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.5582807, 'index': 6, 'word': '##VI', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.4210506, 'index': 7, 'word': '##N', 'start': 14, 'end': 15}], 'Michel POITEVIN']","[['Michel POITEVIN', 'PERSON']]",Michel POITEVIN,TRUE,,Michel,,POITEVIN,,
